id,account_age,no_follower,no_following,no_userfavourites,no_lists,no_tweets,no_retweets,no_hashtag,no_usermention,no_urls,no_char,no_digits,class
7476,132,51,2001,145,0,1905,636,0,1,1,20,0,non-spammer
7477,1394,19094,1269,225,201,6368,1,1,2,1,118,3,non-spammer
7478,526,447,981,49,0,9385,0,0,0,1,92,1,non-spammer
7479,1020,3584,3543,0,44,67524,0,0,0,1,37,2,non-spammer
7480,153,0,0,0,0,114,0,3,0,1,104,0,non-spammer
7481,133,758,1173,1,18,63309,0,0,0,1,49,0,non-spammer
7482,1660,142,108,5,2,6811,0,0,0,1,58,3,non-spammer
7483,1477,54,209,0,2,1971,0,0,1,1,90,3,non-spammer
7484,320,454,1313,66,1,1623,0,0,0,1,62,2,non-spammer
7485,598,516,875,0,4,3510,0,0,0,1,62,0,non-spammer
7486,724,981,1867,0,5,15953,0,0,0,1,50,0,non-spammer
7487,840,190,127,3,6,4815,0,0,0,1,85,1,non-spammer
7488,158,77,34,0,1,19123,0,0,0,1,76,2,non-spammer
7489,1508,153,713,185,1,19339,0,0,0,1,40,1,non-spammer
7490,204,48,259,48,0,426,91,0,1,1,21,0,non-spammer
7491,24,44,56,15,0,103,0,0,4,1,85,0,non-spammer
7492,659,422,466,219,1,1081,0,0,0,1,45,0,non-spammer
7493,101,2975,79,4,0,573,0,1,0,1,111,5,non-spammer
7494,2239,2510,1721,1457,79,19347,1,0,1,1,51,0,non-spammer
7495,246,4604,4457,0,7,38532,0,0,0,1,48,4,non-spammer
7496,40,0,0,0,0,27,4190,0,1,1,48,0,non-spammer
7497,170,629,971,0,0,73896,0,0,0,1,59,2,non-spammer
7498,34,0,2,0,0,139,0,0,0,1,39,0,non-spammer
7499,23,3,11,0,0,4444,0,0,0,1,114,0,non-spammer
7500,15,13,112,3,0,1138,0,0,0,1,55,2,non-spammer
7501,733,295,394,101,0,3535,0,0,0,1,122,4,non-spammer
7502,509,100,141,602,0,3665,0,0,0,1,68,1,non-spammer
7503,1690,177,233,429,4,27338,0,0,0,1,79,0,non-spammer
7504,945,138,160,13,0,1879,0,0,1,1,50,0,non-spammer
7505,1121,231,178,0,0,5792,0,0,0,1,20,0,non-spammer
7506,291,33,34,1446,4,9615,0,1,4,1,87,0,non-spammer
7507,790,33,238,7,0,1056,0,0,0,1,82,0,non-spammer
7508,1874,288,111,76,13,4409,0,0,0,1,13,0,non-spammer
7509,1154,1020,1118,0,6,93159,0,0,0,1,79,0,non-spammer
7510,62,122,315,28,0,190,0,1,1,1,115,0,non-spammer
7511,50,72,76,37,0,189,0,0,0,1,58,0,non-spammer
7512,831,19,65,0,0,314,0,1,1,1,97,0,non-spammer
7513,1304,622,933,1025,8,16674,3019,0,1,1,86,0,non-spammer
7514,1371,693,775,4572,1,17652,0,0,0,1,67,2,non-spammer
7515,607,124,61,1,0,8854,0,0,0,1,46,0,non-spammer
7516,1105,808,306,685,3,29582,0,0,0,1,28,0,non-spammer
7517,1297,192,257,386,10,37575,0,0,0,1,25,0,non-spammer
7518,25,614,906,0,0,4087,1247,0,2,1,96,4,non-spammer
7519,1442,598,846,3,26,16217,0,0,0,1,103,0,non-spammer
7520,41,0,0,0,0,112,1444,0,1,1,60,0,non-spammer
7521,547,368,537,238,1,3700,0,12,0,1,99,0,non-spammer
7522,883,4519,954,0,32,308577,0,0,0,2,1,0,non-spammer
7523,573,4957,4835,24,62,4105,3,2,1,1,69,9,non-spammer
7524,557,237,294,1000,8,3666,4,0,1,1,78,0,non-spammer
7525,1312,12751,3498,45,121,21055,0,0,0,1,70,0,non-spammer
7526,756,545,362,2245,22,70278,0,1,0,1,36,8,non-spammer
7527,1281,22,48,11,0,93,1,0,1,1,61,0,non-spammer
7528,15,91,125,11,0,1969,0,0,0,1,20,1,non-spammer
7529,213,0,1,1,0,401,0,0,0,1,99,0,non-spammer
7530,140,7,10,0,0,1448,0,0,0,1,63,0,non-spammer
7531,23,37,418,115,0,986,1040,0,2,1,96,4,non-spammer
7532,1218,2308,1831,1013,78,72227,0,1,1,1,55,6,non-spammer
7533,195,71,66,15,3,103,0,0,2,1,32,1,non-spammer
7534,700,201,236,257,5,11189,0,1,0,1,69,0,non-spammer
7535,11,25,33,11,0,31,0,0,0,1,44,0,non-spammer
7536,1513,1079,7,0,36,221275,0,4,0,1,97,0,non-spammer
7537,20,0,1,0,0,6,0,0,0,1,89,0,non-spammer
7538,415,270,552,4,2,16951,0,0,0,1,8,0,non-spammer
7539,1658,88,220,114,0,910,0,3,0,1,61,0,non-spammer
7540,504,6537,7133,0,1,185109,0,0,0,1,36,1,non-spammer
7541,93,0,0,0,0,272,1580,0,1,1,118,6,non-spammer
7542,54,78,105,5,1,873,1,6,1,1,118,0,non-spammer
7543,953,6954,6943,0,24,269043,0,0,0,1,34,0,non-spammer
7544,398,6672,7311,15,3,856,0,0,4,1,117,8,non-spammer
7545,512,172,1182,35,0,2970,974,0,1,1,69,1,non-spammer
7546,190,358,561,42,2,2419,0,0,0,1,0,0,non-spammer
7547,1376,320,407,13061,23,20141,0,0,0,2,34,3,non-spammer
7548,646,286,188,1912,0,4263,0,0,0,1,3,0,non-spammer
7549,1235,5,0,0,0,2306,0,1,0,1,41,0,non-spammer
7550,462,611,668,3,0,4166,0,0,0,1,63,0,non-spammer
7551,991,269,252,357,0,2246,0,0,0,1,82,0,non-spammer
7552,415,0,3,0,0,2,0,0,0,1,0,0,non-spammer
7553,1143,432,125,2153,24,1530,0,1,0,1,27,0,non-spammer
7554,1735,1109,1333,414,17,23050,0,0,0,1,79,0,non-spammer
7555,820,505,1338,15,1,5642,0,0,0,1,35,0,non-spammer
7556,93,0,0,0,0,244,1968,0,1,1,118,6,non-spammer
7557,1436,235,226,13,1,16170,0,0,0,1,42,1,non-spammer
7558,967,43,123,13,0,526,0,0,0,1,5,0,non-spammer
7559,958,840,1003,879,6,17111,0,0,0,1,88,1,non-spammer
7560,748,195,411,1899,0,10583,14,0,1,1,75,3,non-spammer
7561,864,90,506,6,0,1698,0,0,1,1,70,0,non-spammer
7562,967,2256,2474,0,0,446796,0,0,0,1,75,2,non-spammer
7563,367,135,208,199,0,4703,0,0,0,1,12,0,non-spammer
7564,786,88,137,1,0,323,0,0,1,1,67,0,non-spammer
7565,388,158,97,10,0,1605,0,0,0,1,46,0,non-spammer
7566,932,114,292,2,0,1661,3558,0,1,1,76,1,non-spammer
7567,1664,493,561,712,10,16172,0,0,0,1,51,0,non-spammer
7568,822,1736,390,3269,159,64889,0,0,0,1,73,3,non-spammer
7569,1442,1068,672,23,1,24514,0,0,0,1,49,0,non-spammer
7570,4,7,11,0,0,2759,0,7,0,1,117,0,non-spammer
7571,767,174,173,9,0,1050,0,0,0,1,29,0,non-spammer
7572,1006,76,72,196,0,6729,0,0,0,1,63,0,non-spammer
7573,1851,247,621,3,6,579,0,0,0,1,98,1,non-spammer
7574,1084,500,50,30,19,3259,0,1,0,1,60,8,non-spammer
7575,132,97,108,13,0,2116,0,0,0,1,72,0,non-spammer
7576,265,2564,2700,0,3,30929,0,0,0,1,34,0,non-spammer
7577,1585,62,357,371,0,32534,0,0,0,1,52,0,non-spammer
7578,306,33,141,62,0,720,0,0,0,1,61,0,non-spammer
7579,460,334,305,17,0,11012,0,0,0,1,66,0,non-spammer
7580,129,20,15,0,0,3432,0,0,0,1,114,0,non-spammer
7581,204,3219,3145,3220,5,3253,0,1,0,1,91,1,non-spammer
7582,20,11,34,0,2,14631,0,0,0,1,91,2,non-spammer
7583,45,10,151,0,0,2323,0,1,0,1,73,11,non-spammer
7584,112,166,179,1800,9,8839,0,1,1,1,67,0,non-spammer
7585,0,1,9,0,0,15,0,1,0,1,48,0,non-spammer
7586,220,810,1367,0,3,13142,0,0,0,1,37,8,non-spammer
7587,4,52,289,2,0,728,0,0,0,1,114,0,non-spammer
7588,41,18,121,90,1,1142,6,4,1,1,112,1,non-spammer
7589,412,943,1844,534,5,2315,0,1,0,1,54,0,non-spammer
7590,93,32,52,32,0,580,7,0,1,1,54,1,non-spammer
7591,785,5969,3104,4330,2,26483,0,0,0,1,35,0,non-spammer
7592,60,43,90,241,0,1851,0,1,5,1,89,8,non-spammer
7593,1069,253,332,7,1,1760,0,0,0,1,119,0,non-spammer
7594,1055,112260,711,41,8,11654,0,0,0,1,114,0,non-spammer
7595,77,36,217,10627,0,3530,233,2,1,1,68,2,non-spammer
7596,19,1,0,0,0,9268,0,0,0,1,42,8,non-spammer
7597,812,60,65,2,0,15400,0,0,0,1,25,0,non-spammer
7598,721,444,491,254,1,13383,1,0,1,1,58,0,non-spammer
7599,1460,201,428,96,4,7966,0,0,0,1,78,1,non-spammer
7600,19,9,18,0,2,14165,0,0,0,1,91,0,non-spammer
7601,349,84,0,0,0,15538,0,0,0,1,34,0,non-spammer
7602,1786,1165,1951,12,10,83413,0,1,1,1,94,1,non-spammer
7603,1365,962,781,7,1,45020,0,0,0,1,24,0,non-spammer
7604,1064,2920,3358,0,2,56234,0,0,0,1,24,0,non-spammer
7605,33,8,30,0,0,118,0,0,0,1,113,0,non-spammer
7606,488,1675,1699,0,1,121602,0,0,0,1,34,4,non-spammer
7607,1242,1175,1573,789,1,11835,0,0,0,1,63,3,non-spammer
7608,68,342,38,0,0,15469,0,1,0,1,55,0,non-spammer
7609,382,89,166,23,0,4657,0,1,0,1,24,0,non-spammer
7610,1038,362898,15127,277,3329,136066,0,0,1,1,100,0,non-spammer
7611,1344,143,120,62,15,11863,0,1,0,1,33,1,non-spammer
7612,599,1216,1957,1003,22,5788,2,1,1,1,60,0,non-spammer
7613,1086,11820,204,0,111,56682,0,0,0,1,85,0,non-spammer
7614,1763,915,457,426,36,5220,0,1,4,1,112,0,non-spammer
7615,34,103,220,2,0,337,0,0,1,1,64,0,non-spammer
7616,745,100,122,2,1,1459,0,0,0,1,52,1,non-spammer
7617,529,189,561,3,2,832,0,0,0,1,116,0,non-spammer
7618,694,61,144,3,0,2968,1,2,1,1,69,0,non-spammer
7619,997,4,10,0,0,58,0,3,0,1,107,0,non-spammer
7620,1930,12370,2018,12,470,13700,0,0,1,1,94,2,non-spammer
7621,46,987,1175,1471,3,9525,1,0,1,1,66,3,non-spammer
7622,1647,1238,2002,120,18,15043,101,0,1,1,89,0,non-spammer
7623,1502,2,171,0,1,124,0,1,0,2,46,10,non-spammer
7624,1670,626,201,330,0,35842,0,0,0,1,55,2,non-spammer
7625,1244,408,355,16,0,15502,0,0,0,1,81,0,non-spammer
7626,585,7119,774,18,0,2828,0,0,0,1,20,0,non-spammer
7627,650,5,81,4,0,5530,0,0,0,2,1,0,non-spammer
7628,1435,1185,233,385,6,86795,109,0,1,1,95,4,non-spammer
7629,1288,501,235,6,2,4312,0,0,0,1,27,0,non-spammer
7630,1483,952,757,257,93,75715,0,1,0,1,80,17,non-spammer
7631,984,2014,1766,88,40,78592,0,0,0,1,39,0,non-spammer
7632,974,368,260,803,1,4829,0,0,0,1,50,0,non-spammer
7633,241,1019,1958,0,8,95081,0,1,0,1,114,1,non-spammer
7634,1560,479,476,1141,1,46662,0,0,0,1,76,2,non-spammer
7635,777,55,191,11,0,785,11,0,1,1,103,2,non-spammer
7636,94,303,315,71,0,2181,0,0,1,1,39,4,non-spammer
7637,1740,131785,3892,6,4675,22429,0,0,0,1,114,0,non-spammer
7638,748,2223,2158,32,11,13165,0,0,0,1,14,0,non-spammer
7639,816,329,610,7,0,913,0,0,1,1,116,1,non-spammer
7640,1366,949,526,1561,74,171497,0,1,0,1,37,6,non-spammer
7641,1005,1292,1304,199,8,43218,0,0,0,1,95,0,non-spammer
7642,1349,1077,1098,0,21,1763,0,0,0,1,40,0,non-spammer
7643,968,86,217,712,0,6723,3,0,1,1,77,0,non-spammer
7644,433,195,70,19,0,14496,0,0,1,1,28,0,non-spammer
7645,821,239,209,410,2,9819,0,0,0,1,56,1,non-spammer
7646,795,610,878,3777,4,18235,0,1,0,1,31,0,non-spammer
7647,1005,493,194,65,1,8054,0,0,0,1,50,0,non-spammer
7648,317,2,8,0,0,80,0,0,0,1,4,0,non-spammer
7649,98,222,296,6,0,461,0,1,1,1,41,4,non-spammer
7650,105,104,283,324,0,1306,0,0,0,1,83,0,non-spammer
7651,1194,9,103,2,0,384,0,0,0,1,29,0,non-spammer
7652,1011,115,96,181,6,17401,25,0,1,1,113,6,non-spammer
7653,335,110,105,8,5,1054,0,0,0,1,20,0,non-spammer
7654,1528,513,374,174,0,4671,0,0,0,1,76,2,non-spammer
7655,16,598,804,5,0,1112,0,0,1,2,90,5,non-spammer
7656,263,195,180,1246,0,19358,323,0,1,1,111,0,non-spammer
7657,0,1,15,0,0,208,3,0,1,1,45,0,non-spammer
7658,1243,196,172,413,3,5121,0,0,0,1,15,0,non-spammer
7659,931,175,135,3,0,3710,65,0,1,1,80,0,non-spammer
7660,928,503,365,511,1,14019,0,0,0,1,78,4,non-spammer
7661,1465,179,183,18,4,10113,0,0,0,1,0,0,non-spammer
7662,621,12712,13478,0,32,88761,0,4,0,1,106,0,non-spammer
7663,515,560,782,90,1,12468,0,0,0,1,17,0,non-spammer
7664,1563,153,119,2,1,9529,0,0,0,1,42,1,non-spammer
7665,0,28,60,17,0,41,0,1,0,1,58,11,non-spammer
7666,4,0,0,0,0,379,0,0,0,1,33,0,non-spammer
7667,374,2579,128,5,2,298,0,0,1,1,109,4,non-spammer
7668,106,0,0,6,0,7,9139,0,1,1,33,0,non-spammer
7669,701,0,6,0,0,97,0,0,0,1,71,0,non-spammer
7670,1725,14,246,1,0,1629,0,1,0,1,18,0,non-spammer
7671,164,616,380,19051,11,11297,0,0,0,1,68,2,non-spammer
7672,1051,2043,1937,48,23,8610,0,0,0,1,30,0,non-spammer
7673,158,93,107,0,0,2435,0,0,0,1,92,1,non-spammer
7674,1922,679,746,25,13,28534,0,0,1,1,111,0,non-spammer
7675,1721,5949,709,17,165,4560,0,1,0,1,37,0,non-spammer
7676,933,423,345,705,1,12270,0,0,0,1,11,0,non-spammer
7677,307,39,101,446,0,12183,23,0,1,1,97,0,non-spammer
7678,393,1248,1999,2,2,203,0,0,0,1,33,0,non-spammer
7679,614,38,40,108,0,776,0,1,0,1,72,4,non-spammer
7680,1384,870,624,173,70,57464,23,0,2,1,84,8,non-spammer
7681,1495,274,359,45,2,8373,0,0,1,1,50,2,non-spammer
7682,369,59,58,1,1,5752,0,0,0,1,64,6,non-spammer
7683,1379,325,346,1070,0,3841,0,0,0,1,50,0,non-spammer
7684,32,0,0,0,0,70,2994,0,1,1,53,3,non-spammer
7685,290,240,118,28,0,3635,905,0,1,1,105,0,non-spammer
7686,1465,252,305,560,2,17182,0,11,0,1,97,0,non-spammer
7687,13,1134,1887,2753,4,4269,2,1,2,1,114,0,non-spammer
7688,1181,281,201,326,1,19391,171,0,1,1,85,0,non-spammer
7689,672,100,143,0,2,1469,0,0,0,1,95,0,non-spammer
7690,7,365,683,12,0,516,0,0,0,1,21,0,non-spammer
7691,159,2825,1270,2905,4,8496,2,0,1,1,32,1,non-spammer
7692,1776,11186,1889,137,23,8604,0,0,0,1,38,2,non-spammer
7693,588,2,21,0,0,15229,0,0,0,1,117,15,non-spammer
7694,994,1114,989,40,2,9337,68,0,1,1,84,0,non-spammer
7695,6,190,66,2,0,1053,47,0,1,1,118,5,non-spammer
7696,1733,1024,1098,1413,138,119923,27,0,1,1,118,8,non-spammer
7697,1562,1196,993,626,36,8578,3,0,1,1,59,0,non-spammer
7698,1222,13,21,2,0,128,0,1,0,1,112,3,non-spammer
7699,23,0,0,0,0,89,0,0,0,1,36,0,non-spammer
7700,1594,1278,1224,60,19,16983,0,0,0,1,38,0,non-spammer
7701,852,1310,1206,1074,2,1906,0,0,0,1,66,3,non-spammer
7702,33,0,0,0,0,45,4800,0,1,1,48,0,non-spammer
7703,1313,223,178,2511,1,6286,0,0,0,1,64,0,non-spammer
7704,1050,174,614,20,3,8162,34,0,1,1,118,0,non-spammer
7705,31,12,11,0,0,26788,0,0,0,1,64,0,non-spammer
7706,83,666,1308,9,1,631,0,1,0,1,22,0,non-spammer
7707,1229,345,180,2,1,21115,0,0,2,1,103,0,non-spammer
7708,173,9,16,0,0,867,0,0,0,1,0,0,non-spammer
7709,56,9853,9971,170,17,11538,14,0,1,1,104,1,non-spammer
7710,798,23,142,1,0,1028,0,0,0,1,82,0,non-spammer
7711,1516,15,59,6,1,96,0,0,0,1,99,0,non-spammer
7712,849,1143,758,406,0,33958,0,0,0,1,105,0,non-spammer
7713,304,259,420,717,5,3180,0,3,0,1,41,0,non-spammer
7714,1142,289,306,1665,0,9698,0,0,0,1,84,0,non-spammer
7715,548,6995,6860,15347,201,72057,0,5,0,1,102,0,non-spammer
7716,823,4394,4775,80817,9,107420,2,0,1,1,29,3,non-spammer
7717,657,827,1252,118,5,12733,0,0,0,1,106,4,non-spammer
7718,873,107,2,0,0,32343,0,0,0,1,53,0,non-spammer
7719,124,62,11,8,0,778,0,0,0,1,111,1,non-spammer
7720,513,113,171,0,0,241,0,0,0,1,20,0,non-spammer
7721,1379,1295,951,5270,132,51839,0,1,1,1,71,1,non-spammer
7722,1656,976,199,10,4,5845,0,0,0,1,82,0,non-spammer
7723,1703,1326,1642,42,67,5752,0,0,0,1,74,0,non-spammer
7724,349,298,93,1240,3,35524,7,1,1,1,114,0,non-spammer
7725,1318,1113,888,2206,17,83719,1,5,2,1,116,0,non-spammer
7726,1005,274,164,703,2,11409,0,1,0,1,56,0,non-spammer
7727,1435,44,0,0,0,486,0,0,0,1,36,0,non-spammer
7728,655,211,166,61,4,81570,0,0,1,1,33,0,non-spammer
7729,1215,0,5,0,0,143,829,0,1,1,97,0,non-spammer
7730,2,19,33,0,0,606,0,0,0,1,115,2,non-spammer
7731,173,307,693,0,0,3551,0,3,0,1,116,0,non-spammer
7732,1581,548,598,6,6,29172,0,0,0,1,70,2,non-spammer
7733,263,4,90,31,0,438,749,2,1,1,107,0,non-spammer
7734,1295,1651,2000,26,48,58615,0,2,0,1,77,6,non-spammer
7735,4,17,18,0,0,27,0,0,0,1,87,10,non-spammer
7736,1160,85,116,33,6,6772,0,0,1,1,82,0,non-spammer
7737,1439,66,230,7,0,760,0,0,0,2,22,0,non-spammer
7738,143,458,371,1736,24,10990,0,1,0,1,90,0,non-spammer
7739,187,6,124,1,0,738,0,0,1,1,74,0,non-spammer
7740,146,209,343,5,7,75542,0,1,0,1,114,2,non-spammer
7741,346,120,352,45,1,3136,0,0,0,1,50,0,non-spammer
7742,189,12,103,0,0,44,0,0,0,1,71,0,non-spammer
7743,544,352,659,30,0,857,0,3,0,1,34,0,non-spammer
7744,1163,8957,8781,0,105,16282,0,0,2,1,68,0,non-spammer
7745,639,44,130,2,1,417,0,0,0,1,20,0,non-spammer
7746,89,3,9,4,0,2,0,0,0,1,12,0,non-spammer
7747,1726,189,184,631,0,13031,0,0,0,1,83,0,non-spammer
7748,1700,564,2007,61,1,8399,0,0,0,1,34,0,non-spammer
7749,347,225,133,0,2,3895,0,0,0,1,114,5,non-spammer
7750,26,1505,1525,9,0,7054,0,0,0,1,114,1,non-spammer
7751,118,217,242,2,1,513,0,0,0,1,106,1,non-spammer
7752,932,50,156,164,0,3769,0,0,0,1,85,0,non-spammer
7753,257,154,210,28,4,431,0,3,0,1,113,0,non-spammer
7754,202,553,954,5,8,89758,0,3,0,1,41,0,non-spammer
7755,0,4,1,0,0,195,0,1,0,1,37,0,non-spammer
7756,1213,298,924,20,2,2763,8,0,2,1,108,2,non-spammer
7757,1119,149,272,104,0,1850,0,0,0,1,116,0,non-spammer
7758,1382,889,208,13,4,15908,0,0,1,1,18,1,non-spammer
7759,1195,232,380,615,12,6486,0,0,0,1,15,0,non-spammer
7760,0,26,72,0,0,700,0,0,0,6,5,0,non-spammer
7761,274,383,345,336,0,5077,0,0,0,1,106,0,non-spammer
7762,745,321,524,583,16,5132,1,0,1,1,74,0,non-spammer
7763,53,0,0,0,0,78,0,0,0,1,52,7,non-spammer
7764,1584,187,243,422,0,4552,0,1,0,1,45,0,non-spammer
7765,678,40,101,1152,0,4344,0,0,0,1,7,0,non-spammer
7766,187,158,184,177,0,585,0,2,0,1,46,2,non-spammer
7767,886,877,743,95,0,17507,0,0,0,1,81,0,non-spammer
7768,172,1877,1984,2,0,742,0,0,0,1,45,1,non-spammer
7769,22,16,28,0,2,14533,0,0,0,1,91,3,non-spammer
7770,537,910,864,6689,2,17113,0,0,0,1,83,0,non-spammer
7771,874,416,399,3765,0,4541,0,0,0,1,87,0,non-spammer
7772,846,32275,32383,1,34,164546,0,0,0,1,49,0,non-spammer
7773,244,62,172,2,0,92,0,0,0,1,111,1,non-spammer
7774,16,51,52,1,2,1170,0,0,0,1,87,10,non-spammer
7775,421,4,11,11,0,15,0,0,0,1,0,0,non-spammer
7776,1362,611,689,7,4,50097,0,0,0,1,78,0,non-spammer
7777,548,163,110,57,0,21394,70,0,1,1,68,0,non-spammer
7778,1066,9692,8496,37,10,38735,0,0,0,1,67,4,non-spammer
7779,35,1,0,0,0,16796,0,0,0,1,34,4,non-spammer
7780,439,4438,3755,125,1,30638,139,0,1,1,113,6,non-spammer
7781,402,237,207,247,1,3163,0,0,0,1,50,0,non-spammer
7782,436,214,172,11,0,1549,0,0,0,1,18,0,non-spammer
7783,286,163,180,570,2,7140,0,0,1,1,42,4,non-spammer
7784,1412,265,50,73,12,13253,0,0,0,1,19,1,non-spammer
7785,1333,617,234,6,11,1069,0,0,0,1,100,2,non-spammer
7786,1643,154898,4475,134,1857,72230,0,0,0,1,101,1,non-spammer
7787,602,4,38,13,0,1083,0,0,0,1,28,0,non-spammer
7788,510,6836,4312,0,26,50404,0,0,0,1,47,0,non-spammer
7789,578,73,0,0,3,20193,0,0,1,1,59,13,non-spammer
7790,1187,4,368,0,0,601,0,0,0,1,27,2,non-spammer
7791,383,1094,933,759,1,13461,0,0,0,1,66,3,non-spammer
7792,71,0,0,1,0,94,5442,0,1,1,118,6,non-spammer
7793,1042,120,94,113,4,2157,0,0,0,1,93,0,non-spammer
7794,987,227,1985,0,0,439,0,0,0,1,46,0,non-spammer
7795,124,772,473,3864,0,7399,0,0,1,1,12,0,non-spammer
7796,1056,2234,930,106,40,4097,0,0,1,1,70,1,non-spammer
7797,80,0,0,0,0,38250,0,0,0,1,36,6,non-spammer
7798,1964,5294,2199,6,169,11456,0,1,1,1,64,0,non-spammer
7799,844,10790,35,803,0,32251,0,1,0,1,105,2,non-spammer
7800,883,6902,7758,839,72,2171,0,0,0,1,61,1,non-spammer
7801,1208,674,184,245,11,10412,0,0,0,1,32,0,non-spammer
7802,1076,3,0,0,0,24,0,1,0,1,47,1,non-spammer
7803,749,846,549,33,0,16220,1,2,3,1,113,18,non-spammer
7804,169,266,268,0,0,18044,0,0,0,1,58,0,non-spammer
7805,242,179,11,0,4,172563,0,0,0,1,114,0,non-spammer
7806,333,42,70,0,0,319,1675,0,1,1,54,2,non-spammer
7807,1263,281,177,20,9,1002,0,3,1,1,88,0,non-spammer
7808,1825,31,47,12,0,620,4,0,1,1,89,0,non-spammer
7809,515,1759,158,2,0,3654,0,0,0,1,47,2,non-spammer
7810,893,31,82,22,0,7551,0,2,0,1,84,0,non-spammer
7811,750,1418,862,34577,2,55607,0,0,0,1,69,1,non-spammer
7812,1,0,0,0,0,27,0,0,1,1,51,6,non-spammer
7813,1820,903,1303,265,2,5076,0,0,0,1,79,0,non-spammer
7814,1676,32,193,105,0,496,161,0,2,1,96,1,non-spammer
7815,84,91,148,1,0,757,0,0,0,1,63,2,non-spammer
7816,164,70,124,45,0,621,44,1,1,1,86,4,non-spammer
7817,581,4260,4526,0,14,25995,0,0,0,2,54,1,non-spammer
7818,1720,1,1,0,0,439,1,1,1,1,47,2,non-spammer
7819,1300,30,38,2,0,99,0,0,0,1,107,0,non-spammer
7820,464,253,537,1140,8,11508,7,0,1,1,77,0,non-spammer
7821,218,3404,3522,155928,3,26046,0,0,0,1,71,9,non-spammer
7822,1605,1626,11,0,37,151836,0,2,0,1,77,4,non-spammer
7823,0,135,150,1,0,6,0,0,0,1,27,0,non-spammer
7824,1191,11,22,1,0,174,0,0,0,1,82,0,non-spammer
7825,308,521,489,1887,6,40828,0,1,0,1,79,11,non-spammer
7826,268,2,2,0,0,139,0,0,1,1,29,0,non-spammer
7827,622,148,144,273,0,6604,0,0,1,1,67,2,non-spammer
7828,1441,135,649,47,6,4286,0,2,0,1,84,0,non-spammer
7829,663,1580,624,420,23,12645,0,0,0,1,8,0,non-spammer
7830,1793,3224,1198,751,159,66664,0,3,0,1,41,0,non-spammer
7831,1083,791,215,3,2,15645,0,0,1,1,104,1,non-spammer
7832,105,155,178,0,0,3497,0,0,0,1,42,0,non-spammer
7833,1644,4308,3677,348,63,3647,0,0,2,1,68,4,non-spammer
7834,904,100,137,0,1,451,0,0,0,1,70,1,non-spammer
7835,292,124,106,1,1,258,0,0,0,1,73,2,non-spammer
7836,193,133,31,1,2,835,0,0,0,1,6,0,non-spammer
7837,209,65,108,146,0,950,0,0,0,1,8,0,non-spammer
7838,1655,3477,1592,0,28,71069,0,0,0,1,73,0,non-spammer
7839,487,34,394,1,0,75,0,0,0,1,27,0,non-spammer
7840,432,273,3,0,4,3150,0,0,0,1,74,0,non-spammer
7841,793,154,154,169,0,2875,4676,0,1,1,88,0,non-spammer
7842,668,146,170,2403,8,27885,0,0,0,1,0,0,non-spammer
7843,54,1,55,0,0,12840,0,1,0,2,53,0,non-spammer
7844,136,204,102,8,0,1418,0,0,0,1,109,6,non-spammer
7845,773,445,564,1828,1,22748,0,0,0,1,67,2,non-spammer
7846,76,355,339,0,3,34213,0,0,0,1,28,5,non-spammer
7847,779,12815,9454,0,275,53533,0,3,0,1,64,0,non-spammer
7848,50,1486,1649,0,0,11300,0,0,0,1,25,0,non-spammer
7849,1058,74,350,68,1,488,0,0,0,1,66,0,non-spammer
7850,483,192,296,3,0,1868,26,1,1,1,29,0,non-spammer
7851,488,179,551,4,0,117,0,0,0,1,40,0,non-spammer
7852,13,1,0,0,0,571,0,1,0,1,64,0,non-spammer
7853,666,245,709,1299,2,19683,0,3,0,1,91,0,non-spammer
7854,1491,594,1068,35,0,3296,475,1,3,1,98,0,non-spammer
7855,396,109,86,0,2,150574,0,1,0,1,45,0,non-spammer
7856,326,5468,304,265,99,18888,1,0,1,1,118,0,non-spammer
7857,219,456,703,0,2,717,0,0,0,1,114,4,non-spammer
7858,1592,145,266,4,1,3316,4,0,1,1,61,0,non-spammer
7859,484,196,147,52,0,6735,7,0,2,1,85,7,non-spammer
7860,34,0,0,0,0,2,0,0,0,1,43,4,non-spammer
7861,1171,509,507,144,51,2871,0,0,0,2,92,3,non-spammer
7862,495,557,1112,16,0,1733,0,0,0,1,54,1,non-spammer
7863,526,1046,670,5,26,1219,0,1,0,1,116,0,non-spammer
7864,834,92,61,79,0,5946,0,0,0,1,50,0,non-spammer
7865,1281,70,157,0,1,1320,0,0,0,1,83,0,non-spammer
7866,9,19,111,8,0,33,0,0,0,1,102,3,non-spammer
7867,498,12143,13351,0,33,8762,0,0,0,1,39,0,non-spammer
7868,76,144,151,4,0,624,0,0,0,1,9,0,non-spammer
7869,759,6,70,0,0,15,0,0,0,1,53,1,non-spammer
7870,348,12,16,219,0,319,0,0,0,1,20,0,non-spammer
7871,1275,382,1276,342,2,23401,0,0,0,1,22,0,non-spammer
7872,358,0,0,0,0,707,0,0,0,2,19,0,non-spammer
7873,149,2,967,0,0,571,0,0,0,1,16,4,non-spammer
7874,813,31,35,0,0,871,0,1,0,1,104,0,non-spammer
7875,7,0,0,36,0,37,8549,7,2,1,122,0,non-spammer
7876,769,2212,2058,2,21,101557,0,1,0,1,80,3,non-spammer
7877,615,763,892,238,0,8611,0,0,0,1,66,0,non-spammer
